source,source_id,name_vi,name_en,category,category_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg,canonical_name_en,alias_vi,source_priority,match_type,confidence_score,canonical_key,is_estimated,tags
VDD,7045,"Lưỡi lợn, tươi","Pork, tongue, raw",Thịt và sản phẩm chế biến,Meat and processed products,178.0,14.2,12.8,1.4,0.0,0.0,4.4,7.0,2.4,3.01,110.0,0.0,18.0,0.0,"Pork, tongue, raw","Lưỡi lợn, tươi",1,crawled,1.0,pork_tongue_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7045002,"Lưỡi lợn, luộc","Tongue, cow, boiled",Thịt và sản phẩm chế biến,Meat and processed products,254.0,20.29,18.29,2.0,0.0,0.0,3.14,10.0,3.43,4.3,157.14,144.29,25.71,0.0,"Tongue, cow, boiled","Lưỡi lợn, luộc",1,crawled,1.0,tongue_cow_boiled,False,allergen_pork
VDD,7046,"Lòng lợn (ruột già), tươi","Pork, large intestine, raw",Thịt và sản phẩm chế biến,Meat and processed products,167.0,6.9,15.1,0.8,0.0,0.0,0.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,"Pork, large intestine, raw","Lòng lợn (ruột già), tươi",1,crawled,1.0,pork_large_intestine_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7047,"Lòng lợn (ruột non), tươi","Pork, small intestine, raw",Thịt và sản phẩm chế biến,Meat and processed products,44.0,7.2,1.3,0.8,0.0,0.0,0.0,7.0,0.8,0.0,0.0,0.0,0.0,0.0,"Pork, small intestine, raw","Lòng lợn (ruột non), tươi",1,crawled,1.0,pork_small_intestine_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7047002,"Lòng lợn (ruột non), luộc","Hog, intestine, small, boiled",Thịt và sản phẩm chế biến,Meat and processed products,55.0,9.0,1.63,1.0,0.0,0.0,0.0,8.75,1.0,0.0,0.0,0.0,0.0,0.0,"Hog, intestine, small, boiled","Lòng lợn (ruột non), luộc",1,crawled,1.0,hog_intestine_small_boiled,False,allergen_pork
VDD,7048,"Mề gà, tươi","Chicken, gizzard, raw",Thịt và sản phẩm chế biến,Meat and processed products,99.0,21.3,1.3,0.6,19.0,0.0,3.7,48.0,6.6,2.72,69.0,0.0,15.0,0.0,"Chicken, gizzard, raw","Mề gà, tươi",1,crawled,1.0,chicken_gizzard_raw,False,"allergen_chicken,role_protein"
VDD,7048002,"Mề gà, luộc","Chicken gizzard, boiled",Thịt và sản phẩm chế biến,Meat and processed products,127.0,27.31,1.67,0.77,24.36,0.0,2.37,61.54,8.46,3.49,88.46,307.69,19.23,0.08,"Chicken gizzard, boiled","Mề gà, luộc",1,crawled,1.0,chicken_gizzard_boiled,False,"allergen_chicken,role_protein"
VDD,7049,"Óc bò, tươi","Beef, brain, raw",Thịt và sản phẩm chế biến,Meat and processed products,124.0,9.0,9.5,0.5,7.33,88.0,10.7,6.0,0.9,1.02,126.0,0.0,13.0,0.0,"Beef, brain, raw","Óc bò, tươi",1,crawled,1.0,beef_brain_raw,False,"allergen_beef,clean_protein,role_protein"
VDD,7049002,"Óc bò, luộc","Brain, cow, boiled",Thịt và sản phẩm chế biến,Meat and processed products,134.0,9.78,10.33,0.54,7.97,95.65,5.82,6.52,0.98,1.11,136.96,3271.74,14.13,0.66,"Brain, cow, boiled","Óc bò, luộc",1,crawled,1.0,brain_cow_boiled,False,"allergen_beef,role_protein"
VDD,7050,"Óc lợn, tươi","Pork, brain, raw",Thịt và sản phẩm chế biến,Meat and processed products,123.0,9.0,9.5,0.4,0.0,0.0,13.5,7.0,1.6,1.27,120.0,0.0,14.0,0.0,"Pork, brain, raw","Óc lợn, tươi",1,crawled,1.0,pork_brain_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7050002,"Óc lợn, luộc","Brain, pig, boiled",Thịt và sản phẩm chế biến,Meat and processed products,134.0,9.78,10.33,0.43,0.0,0.0,7.34,7.61,1.74,1.38,130.43,2385.87,15.22,0.0,"Brain, pig, boiled","Óc lợn, luộc",1,crawled,1.0,brain_pig_boiled,False,allergen_pork
VDD,7051,"Phổi bò, tươi","Beef, lung, raw",Thịt và sản phẩm chế biến,Meat and processed products,103.0,15.2,4.7,0.0,14.0,0.0,38.5,10.0,6.7,1.61,198.0,0.0,14.0,0.0,"Beef, lung, raw","Phổi bò, tươi",1,crawled,1.0,beef_lung_raw,False,"allergen_beef,clean_protein,role_protein"
VDD,7052,"Phổi lợn, tươi","Pork, lung, raw",Thịt và sản phẩm chế biến,Meat and processed products,92.0,14.8,3.6,0.0,0.0,0.0,12.3,9.0,6.4,2.03,153.0,0.0,14.0,0.0,"Pork, lung, raw","Phổi lợn, tươi",1,crawled,1.0,pork_lung_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7053,"Sườn lợn, tươi","Pork, ribs, raw",Thịt và sản phẩm chế biến,Meat and processed products,187.0,17.9,12.8,0.0,0.0,0.0,0.0,7.4,0.61,3.6,60.0,0.0,14.0,0.0,"Pork, ribs, raw","Sườn lợn, tươi",1,crawled,1.0,pork_ribs_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7054,"Tai lợn, tươi","Pork, ears, raw",Thịt và sản phẩm chế biến,Meat and processed products,126.0,21.0,4.1,1.3,0.0,0.0,0.0,21.0,2.4,0.19,191.0,0.0,7.0,0.0,"Pork, ears, raw","Tai lợn, tươi",1,crawled,1.0,pork_ears_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7054002,"Tai lợn, luộc","Hog ears, boiled",Thịt và sản phẩm chế biến,Meat and processed products,126.0,21.0,6.86,1.3,0.0,0.0,0.0,21.0,2.4,0.19,191.0,82.0,7.0,0.0,"Hog ears, boiled","Tai lợn, luộc",1,crawled,1.0,hog_ears_boiled,False,allergen_pork
VDD,7055,"Tim bò, tươi","Beef, heart, raw",Thịt và sản phẩm chế biến,Meat and processed products,89.0,15.0,3.0,0.6,6.0,0.0,7.0,5.0,5.4,1.7,98.0,0.0,21.0,0.0,"Beef, heart, raw","Tim bò, tươi",1,crawled,1.0,beef_heart_raw,False,"allergen_beef,clean_protein,role_protein"
VDD,7055002,"Tim bò, luộc","Heart, cow, boiled",Thịt và sản phẩm chế biến,Meat and processed products,131.0,22.06,4.41,0.88,8.82,0.0,5.15,7.35,7.94,2.5,144.12,182.35,30.88,0.26,"Heart, cow, boiled","Tim bò, luộc",1,crawled,1.0,heart_cow_boiled,False,"allergen_beef,role_protein"
VDD,7056,"Tim gà, tươi","Chicken, heart, tươi",Thịt và sản phẩm chế biến,Meat and processed products,114.0,16.0,5.5,0.0,9.0,0.0,3.2,12.0,5.96,6.59,74.0,0.0,15.0,0.0,"Chicken, heart, tươi","Tim gà, tươi",1,crawled,1.0,chicken_heart_tuoi,False,"allergen_chicken,role_protein"
VDD,7056002,"Tim gà, luộc","Heart, chicken, boiled",Thịt và sản phẩm chế biến,Meat and processed products,160.0,22.54,7.75,0.0,12.68,0.0,2.25,16.9,8.39,9.28,104.23,191.55,21.13,0.0,"Heart, chicken, boiled","Tim gà, luộc",1,crawled,1.0,heart_chicken_boiled,False,"allergen_chicken,role_protein"
VDD,7057,"Tim lợn, tươi","Pork, heart, raw",Thịt và sản phẩm chế biến,Meat and processed products,94.0,15.1,3.2,1.2,8.0,0.0,1.0,7.0,5.9,2.8,56.0,0.0,19.0,0.0,"Pork, heart, raw","Tim lợn, tươi",1,crawled,1.0,pork_heart_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7057002,"Tim lợn, luộc","Heart, pig, boiled",Thịt và sản phẩm chế biến,Meat and processed products,138.0,22.21,4.71,1.76,11.76,0.0,0.74,10.29,8.68,4.12,82.35,192.65,27.94,0.0,"Heart, pig, boiled","Tim lợn, luộc",1,crawled,1.0,heart_pig_boiled,False,allergen_pork
VDD,7058,"Tiết bò, tươi","Beef, blood, raw",Thịt và sản phẩm chế biến,Meat and processed products,75.0,18.0,0.2,0.4,30.0,0.0,0.0,8.0,52.6,0.0,0.0,0.0,0.0,0.0,"Beef, blood, raw","Tiết bò, tươi",1,crawled,1.0,beef_blood_raw,False,"allergen_beef,clean_protein,is_blood,role_protein"
VDD,7058002,"Tiết bò, luộc","Blood, cow, boiled",Thịt và sản phẩm chế biến,Meat and processed products,75.0,17.82,0.2,0.4,29.7,0.0,0.0,7.92,52.08,0.0,0.0,0.0,0.0,0.0,"Blood, cow, boiled","Tiết bò, luộc",1,crawled,1.0,blood_cow_boiled,False,"allergen_beef,is_blood,role_protein"
VDD,7059,"Tiết lợn, luộc","Pork, blood, boiled",Thịt và sản phẩm chế biến,Meat and processed products,44.0,10.7,0.1,0.0,93.0,0.0,0.0,7.0,25.9,0.0,343.0,0.0,65.0,0.0,"Pork, blood, boiled","Tiết lợn, luộc",1,crawled,1.0,pork_blood_boiled,False,"allergen_pork,clean_protein,is_blood,role_protein"
VDD,7060,"Tiết lợn, tươi","Pork, blood, raw",Thịt và sản phẩm chế biến,Meat and processed products,25.0,5.7,0.1,0.2,25.83,0.0,0.0,7.0,20.4,0.0,0.0,0.0,0.0,0.0,"Pork, blood, raw","Tiết lợn, tươi",1,crawled,1.0,pork_blood_raw,False,"allergen_pork,clean_protein,is_blood,role_protein"
VDD,7061,"Tủy xương bò, tươi","Beef, bone marrow, raw",Thịt và sản phẩm chế biến,Meat and processed products,814.0,1.1,89.9,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beef, bone marrow, raw","Tủy xương bò, tươi",1,crawled,1.0,beef_bone_marrow_raw,False,"allergen_beef,clean_protein,role_protein"
VDD,7062,"Tủy xương lợn, tươi","Pork, bone marrow, raw",Thịt và sản phẩm chế biến,Meat and processed products,749.0,2.3,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pork, bone marrow, raw","Tủy xương lợn, tươi",1,crawled,1.0,pork_bone_marrow_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7063,Ba tê lợn,"Pate, from pork",Thịt và sản phẩm chế biến,Meat and processed products,326.0,10.8,24.6,15.4,1128.0,0.0,0.0,25.7,4.2,0.0,95.0,0.0,100.0,0.0,"Pate, from pork",Ba tê lợn,1,crawled,1.0,pate_from_pork,False,"allergen_pork,is_processed,role_protein"
VDD,7064,Chả lợn,"Pork, minced meat with spices, fried",Thịt và sản phẩm chế biến,Meat and processed products,517.0,10.8,50.4,5.1,0.0,0.0,0.0,20.0,1.8,4.6,339.0,0.0,192.0,0.0,"Pork, minced meat with spices, fried",Chả lợn,1,crawled,1.0,pork_minced_meat_with_spices_fried,False,"allergen_pork,clean_protein,role_protein"
VDD,7065,Chả quế lợn,"Pork, minced meat with spices and cinnamon, fried",Thịt và sản phẩm chế biến,Meat and processed products,416.0,16.2,39.0,0.0,0.0,0.0,0.0,16.4,2.1,0.0,0.0,0.0,0.0,0.0,"Pork, minced meat with spices and cinnamon, fried",Chả quế lợn,1,crawled,1.0,pork_minced_meat_with_spices_and_cinnamon_fried,False,"allergen_pork,clean_protein,role_protein"
VDD,7066,Dăm bông lợn,"Pork, ham",Thịt và sản phẩm chế biến,Meat and processed products,318.0,23.0,25.0,0.3,0.0,0.0,0.0,10.0,2.1,0.0,0.0,0.0,0.0,0.0,"Pork, ham",Dăm bông lợn,1,crawled,1.0,pork_ham,False,"allergen_pork,clean_protein,role_protein"
VDD,7067,"Dồi lợn, chín","Pork, mix blood and viscera and spices in large intestine, boiled",Thịt và sản phẩm chế biến,Meat and processed products,114.0,12.4,7.1,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pork, mix blood and viscera and spices in large intestine, boiled","Dồi lợn, chín",1,crawled,1.0,pork_mix_blood_and_viscera_and_spices_in_large_intestine_boiled,False,"allergen_pork,clean_protein,is_blood,role_protein"
VDD,7068,"Giò bò, chín","Beef, minced lean meat and spices, steamed",Thịt và sản phẩm chế biến,Meat and processed products,335.0,18.2,29.0,0.0,0.0,0.0,0.0,17.8,3.2,0.0,0.0,0.0,0.0,0.0,"Beef, minced lean meat and spices, steamed","Giò bò, chín",1,crawled,1.0,beef_minced_lean_meat_and_spices_steamed,False,"allergen_beef,clean_protein,role_protein"
VDD,7069,"Giò lụa, chín","Pork, minced lean meat and spices, steamed",Thịt và sản phẩm chế biến,Meat and processed products,205.0,16.9,15.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pork, minced lean meat and spices, steamed","Giò lụa, chín",1,crawled,1.0,pork_minced_lean_meat_and_spices_steamed,False,"allergen_pork,clean_protein,role_protein"
VDD,7070,"Giò thủ lợn, chín","Pork, head meat with spices, steamed",Thịt và sản phẩm chế biến,Meat and processed products,553.0,16.0,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pork, head meat with spices, steamed","Giò thủ lợn, chín",1,crawled,1.0,pork_head_meat_with_spices_steamed,False,"allergen_pork,clean_protein,role_protein"
VDD,7071,"Lạp xường, lạp sườn",Chinese sausage,Thịt và sản phẩm chế biến,Meat and processed products,585.0,20.8,55.0,1.7,0.0,0.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,Chinese sausage,"Lạp xường, lạp sườn",1,crawled,1.0,chinese_sausage,False,
VDD,7072,Nem chạo,"Pork, skin and meat with spices, rolled with rice paper ",Thịt và sản phẩm chế biến,Meat and processed products,116.0,12.1,1.6,12.9,0.0,0.0,0.0,23.8,1.6,0.0,70.0,0.0,65.0,0.0,"Pork, skin and meat with spices, rolled with rice paper ",Nem chạo,1,crawled,1.0,pork_skin_and_meat_with_spices_rolled_with_rice_paper,False,"allergen_pork,clean_protein,role_carb,role_protein"
VDD,7073,Nem chua,"Pork, lean meat, minced with spices, fermented",Thịt và sản phẩm chế biến,Meat and processed products,125.0,20.7,3.3,3.2,0.0,0.0,0.0,24.0,0.0,0.0,476.0,0.0,86.0,0.0,"Pork, lean meat, minced with spices, fermented",Nem chua,1,crawled,1.0,pork_lean_meat_minced_with_spices_fermented,False,"allergen_pork,clean_protein,role_protein"
VDD,7074,Ruốc thịt lợn,"Pork, lean meat, shredded, fried with salt",Thịt và sản phẩm chế biến,Meat and processed products,369.0,46.6,20.3,0.0,0.0,0.0,0.0,28.5,0.3,0.0,1472.0,0.0,64.0,0.0,"Pork, lean meat, shredded, fried with salt",Ruốc thịt lợn,1,crawled,1.0,pork_lean_meat_shredded_fried_with_salt,False,"allergen_pork,clean_protein,role_protein"
VDD,7075,Thịt bò khô,"Beef, lean meat, dried with spices",Thịt và sản phẩm chế biến,Meat and processed products,239.0,51.0,1.6,5.2,0.0,0.0,0.0,31.0,8.1,0.0,312.0,0.0,80.0,0.0,"Beef, lean meat, dried with spices",Thịt bò khô,1,crawled,1.0,beef_lean_meat_dried_with_spices,False,"allergen_beef,is_dried,role_protein"
VDD,7076,Thịt trâu khô,"Buffalo, meat, dried with spices",Thịt và sản phẩm chế biến,Meat and processed products,226.0,50.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Buffalo, meat, dried with spices",Thịt trâu khô,1,crawled,1.0,buffalo_meat_dried_with_spices,False,is_dried
VDD,7077,Xúc xích,"Pork, sausage",Thịt và sản phẩm chế biến,Meat and processed products,535.0,27.2,47.4,0.0,0.0,0.0,0.0,7.0,1.9,0.0,287.0,0.0,77.0,0.0,"Pork, sausage",Xúc xích,1,crawled,1.0,pork_sausage,False,"allergen_pork,is_processed,role_protein"
VDD,7078,Bột cóc,"Toad, meat and small bones, powded",Thịt và sản phẩm chế biến,Meat and processed products,342.0,55.4,13.4,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,"Toad, meat and small bones, powded",Bột cóc,1,crawled,1.0,toad_meat_and_small_bones_powded,False,is_powder
VDD,7079,"Châu chấu, sống","Locust, raw",Thịt và sản phẩm chế biến,Meat and processed products,130.0,24.3,3.6,0.0,0.0,0.0,0.0,210.0,0.4,0.0,0.0,0.0,0.0,0.0,"Locust, raw","Châu chấu, sống",1,crawled,1.0,locust_raw,False,
VDD,7080,"Ếch (thịt đùi), tươi","Frog, leg meat, raw",Thịt và sản phẩm chế biến,Meat and processed products,90.0,20.0,1.1,0.0,15.0,0.0,0.0,18.0,1.5,1.0,58.0,0.0,20.0,0.0,"Frog, leg meat, raw","Ếch (thịt đùi), tươi",1,crawled,1.0,frog_leg_meat_raw,False,
VDD,7081,"Nhộng, tươi","Silk worm, raw",Thịt và sản phẩm chế biến,Meat and processed products,111.0,13.0,6.5,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"Silk worm, raw","Nhộng, tươi",1,crawled,1.0,silk_worm_raw,False,
VDD,7082,"Lòng gà (cả bộ), tươi","Chicken, whole giblets, raw",Thịt và sản phẩm chế biến,Meat and processed products,119.0,17.88,4.47,1.79,2657.0,0.0,16.2,10.0,5.86,3.32,77.0,0.0,18.0,0.0,"Chicken, whole giblets, raw","Lòng gà (cả bộ), tươi",1,crawled,1.0,chicken_whole_giblets_raw,False,"allergen_chicken,role_protein"
VDD,7083,"Thịt lợn, nạc vai, tươi","Pork, lean meat, shoulder, raw",Thịt và sản phẩm chế biến,Meat and processed products,149.0,20.83,7.29,0.0,1.1,0.0,0.0,23.7,0.67,2.38,0.0,0.0,0.0,0.0,"Pork, lean meat, shoulder, raw","Thịt lợn, nạc vai, tươi",1,crawled,1.0,pork_lean_meat_shoulder_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7083002,"Thịt lợn nạc vai, luộc","Pork, lean meat shoulder, boiled",Thịt và sản phẩm chế biến,Meat and processed products,126.0,17.65,6.18,0.0,0.93,0.0,0.0,20.08,0.57,2.02,0.0,0.0,0.0,0.0,"Pork, lean meat shoulder, boiled","Thịt lợn nạc vai, luộc",1,crawled,1.0,pork_lean_meat_shoulder_boiled,False,"allergen_pork,clean_protein,role_protein"
VDD,7084,"Thịt lợn, nạc mông, tươi","Pork, lean meat, thighs, raw",Thịt và sản phẩm chế biến,Meat and processed products,141.0,24.68,4.72,0.0,1.2,0.0,0.0,42.1,0.66,2.33,0.0,0.0,0.0,0.0,"Pork, lean meat, thighs, raw","Thịt lợn, nạc mông, tươi",1,crawled,1.0,pork_lean_meat_thighs_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7084002,"Thịt lợn nạc mông, luộc","Pork, lean meat buttock, boiled",Thịt và sản phẩm chế biến,Meat and processed products,120.0,20.92,4.0,0.0,1.02,0.0,0.0,35.68,0.56,1.97,0.0,0.0,0.0,0.0,"Pork, lean meat buttock, boiled","Thịt lợn nạc mông, luộc",1,crawled,1.0,pork_lean_meat_buttock_boiled,False,"allergen_pork,clean_protein,role_protein"
VDD,7085,"Thịt lợn, nạc thăn, tươi","Pork, lean meat, tenderloin, raw",Thịt và sản phẩm chế biến,Meat and processed products,118.0,23.0,2.9,0.04,0.0,0.0,0.0,38.2,0.72,1.8,0.0,0.0,0.0,0.0,"Pork, lean meat, tenderloin, raw","Thịt lợn, nạc thăn, tươi",1,crawled,1.0,pork_lean_meat_tenderloin_raw,False,"allergen_pork,clean_protein,role_protein"
VDD,7085002,"Thịt lợn nạc thăn, luộc","Pork, lean meat tenderloin, boiled",Thịt và sản phẩm chế biến,Meat and processed products,100.0,19.49,2.46,0.03,0.0,0.0,0.0,32.37,0.61,1.53,0.0,0.0,0.0,0.0,"Pork, lean meat tenderloin, boiled","Thịt lợn nạc thăn, luộc",1,crawled,1.0,pork_lean_meat_tenderloin_boiled,False,"allergen_pork,clean_protein,role_protein"
VDD,7086,"Thịt lợn nửa nạc, nửa mỡ, nướng","Pork, lean and fat meat, grilled",Thịt và sản phẩm chế biến,Meat and processed products,401.0,20.5,35.2,0.56,0.0,0.0,0.0,53.1,1.36,2.76,0.0,0.0,0.0,0.0,"Pork, lean and fat meat, grilled","Thịt lợn nửa nạc, nửa mỡ, nướng",1,crawled,1.0,pork_lean_and_fat_meat_grilled,False,"allergen_pork,role_protein"
VDD,7087,"Thịt gà công nghiệp, cánh, tươi","Chicken, wing, raw",Thịt và sản phẩm chế biến,Meat and processed products,188.0,19.09,12.43,0.0,6.9,0.0,0.0,19.3,1.07,0.94,0.0,0.0,0.0,0.0,"Chicken, wing, raw","Thịt gà công nghiệp, cánh, tươi",1,crawled,1.0,chicken_wing_raw,False,"allergen_chicken,role_protein"
VDD,7087002,"Thịt gà công nghiệp, cánh, luộc","Chicken meat, industrial, wing, boiled",Thịt và sản phẩm chế biến,Meat and processed products,261.0,26.51,17.26,0.0,9.58,0.0,0.0,26.81,1.49,1.31,0.0,0.0,0.0,0.0,"Chicken meat, industrial, wing, boiled","Thịt gà công nghiệp, cánh, luộc",1,crawled,1.0,chicken_meat_industrial_wing_boiled,False,"allergen_chicken,role_protein"
VDD,7088,"Thịt gà công nghiệp, đùi, tươi","Chicken, thighs, raw",Thịt và sản phẩm chế biến,Meat and processed products,137.0,18.0,6.8,0.89,10.0,0.0,0.0,18.0,0.75,1.63,0.0,0.0,0.0,0.0,"Chicken, thighs, raw","Thịt gà công nghiệp, đùi, tươi",1,crawled,1.0,chicken_thighs_raw,False,"allergen_chicken,role_protein"
VDD,7088002,"Thịt gà công nghiệp, đùi, luộc","Chicken meat, industrial, thighs, boiled",Thịt và sản phẩm chế biến,Meat and processed products,190.0,25.0,9.44,1.24,13.89,0.0,0.0,25.0,1.04,2.26,0.0,0.0,0.0,0.0,"Chicken meat, industrial, thighs, boiled","Thịt gà công nghiệp, đùi, luộc",1,crawled,1.0,chicken_meat_industrial_thighs_boiled,False,"allergen_chicken,role_protein"
VDD,7089,"Thịt gà công nghiệp, lườn, raw","Chicken, breast, raw",Thịt và sản phẩm chế biến,Meat and processed products,134.0,22.86,4.68,0.0,9.1,0.0,0.0,23.3,0.69,1.0,0.0,0.0,0.0,0.0,"Chicken, breast, raw","Thịt gà công nghiệp, lườn, raw",1,crawled,1.0,chicken_breast_raw,False,"allergen_chicken,clean_protein,role_protein"
VDD,7090,"Thịt ngan, tươi","Goose, average meat, raw",Thịt và sản phẩm chế biến,Meat and processed products,288.0,17.05,24.45,0.0,0.0,0.0,0.0,37.4,2.83,1.4,0.0,0.0,0.0,0.0,"Goose, average meat, raw","Thịt ngan, tươi",1,crawled,1.0,goose_average_meat_raw,False,
VDD,7090002,"Thịt ngan, luộc","Muscovy duck meat, boiled",Thịt và sản phẩm chế biến,Meat and processed products,400.0,23.68,33.96,0.0,0.0,0.0,0.0,51.94,3.93,1.94,0.0,0.0,0.0,0.0,"Muscovy duck meat, boiled","Thịt ngan, luộc",1,crawled,1.0,muscovy_duck_meat_boiled,False,"allergen_duck,clean_protein,role_protein"
VDD,7091,"Chả lá lốt, rán","Pork, meat with spices,  rolled with lolot pepper leaves, fried",Thịt và sản phẩm chế biến,Meat and processed products,306.0,20.0,24.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pork, meat with spices,  rolled with lolot pepper leaves, fried","Chả lá lốt, rán",1,crawled,1.0,pork_meat_with_spices_rolled_with_lolot_pepper_leaves_fried,False,"allergen_pork,role_protein"
VDD,7094,"Thịt bò, bắp, sống",,Thịt và sản phẩm chế biến,Meat and processed products,122.0,21.75,3.85,0.0,0.0,0.0,0.0,20.0,2.32,6.94,63.0,39.0,14.0,0.0,,"Thịt bò, bắp, sống",1,crawled,1.0,thit_bo_bap_song,False,"allergen_beef,clean_protein,role_protein"
VDD,7094003,"Thịt bò, bắp, hấp","Beef, thigh, steamed",Thịt và sản phẩm chế biến,Meat and processed products,182.0,32.46,5.75,0.0,0.0,0.0,0.0,29.85,3.46,10.36,94.03,58.21,20.9,0.0,"Beef, thigh, steamed","Thịt bò, bắp, hấp",1,crawled,1.0,beef_thigh_steamed,False,"allergen_beef,clean_protein,role_protein"
VDD,7095003,"Thịt bò, vai, hấp","Beef, shoulder, steamed",Thịt và sản phẩm chế biến,Meat and processed products,191.0,32.46,6.69,0.24,2.99,0.0,0.0,19.4,3.16,8.1,119.4,95.52,31.34,0.34,"Beef, shoulder, steamed","Thịt bò, vai, hấp",1,crawled,1.0,beef_shoulder_steamed,False,"allergen_beef,clean_protein,role_protein"
VDD,7096,Nầm bò,,Thịt và sản phẩm chế biến,Meat and processed products,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nầm bò,1,crawled,1.0,nam_bo,False,"allergen_beef,role_protein"
VDD,7105002,"Thịt gà, ta, đùi, luộc","Chicken meat, local,  thigh, boiled",Thịt và sản phẩm chế biến,Meat and processed products,261.0,26.51,17.26,0.0,9.58,0.0,0.0,26.81,1.49,1.31,0.0,0.0,0.0,0.0,"Chicken meat, local,  thigh, boiled","Thịt gà, ta, đùi, luộc",1,crawled,1.0,chicken_meat_local_thigh_boiled,False,"allergen_chicken,role_protein"
VDD,7106002,"Thịt gà, ta, lườn, đùi, luộc","Chicken meat, local,  thigh, boiled",Thịt và sản phẩm chế biến,Meat and processed products,186.0,31.75,6.5,0.0,12.64,0.0,0.0,32.36,0.96,1.39,0.0,0.0,0.0,0.0,"Chicken meat, local,  thigh, boiled","Thịt gà, ta, lườn, đùi, luộc",1,crawled,1.0,chicken_meat_local_thigh_boiled,False,"allergen_chicken,role_protein"
VDD,7107002,"Thịt gà, ta, cánh, đùi, luộc","Chicken meat, local, boiled",Thịt và sản phẩm chế biến,Meat and processed products,261.0,26.51,17.26,0.0,9.58,0.0,0.0,26.81,1.49,1.31,0.0,0.0,0.0,0.0,"Chicken meat, local, boiled","Thịt gà, ta, cánh, đùi, luộc",1,crawled,1.0,chicken_meat_local_boiled,False,"allergen_chicken,role_protein"
VDD,7108002,"Thịt gà, ta, chân, đùi, luộc","Chicken meat, local,  boiled",Thịt và sản phẩm chế biến,Meat and processed products,214.0,20.0,14.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chicken meat, local,  boiled","Thịt gà, ta, chân, đùi, luộc",1,crawled,1.0,chicken_meat_local_boiled,False,"allergen_chicken,role_protein"
VDD,7111002,"Thịt gà, công nghiệp, cổ, luộc","Chicken meat, industrial, neck, boiled",Thịt và sản phẩm chế biến,Meat and processed products,188.0,19.09,12.43,0.0,6.9,0.0,0.0,19.3,1.07,0.94,0.0,0.0,0.0,0.0,"Chicken meat, industrial, neck, boiled","Thịt gà, công nghiệp, cổ, luộc",1,crawled,1.0,chicken_meat_industrial_neck_boiled,False,"allergen_chicken,role_protein"
VDD,7112,"Thịt lợn, mông, sống",,Thịt và sản phẩm chế biến,Meat and processed products,131.0,20.48,5.41,0.0,2.0,0.0,0.0,6.0,1.01,2.27,55.0,68.0,25.0,0.0,,"Thịt lợn, mông, sống",1,crawled,1.0,thit_lon_mong_song,False,allergen_pork
VDD,7113002,"Thịt vịt, lườn, luộc","Duck meat, pointrine, boiled",Thịt và sản phẩm chế biến,Meat and processed products,163.0,27.57,5.9,0.0,22.22,0.0,4.31,4.17,6.26,1.03,79.17,106.94,30.56,0.0,"Duck meat, pointrine, boiled","Thịt vịt, lườn, luộc",1,crawled,1.0,duck_meat_pointrine_boiled,False,"allergen_duck,clean_protein,role_protein"
